"Supervisor: Lauffenburger /Douglas A","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924465","M12A11190","Yale","6924773","Lauffenburger","07/01/2011","06/30/2012","0","0","0","0","0","0","109,626","109,626","-0","6924773"
"","(A08389)","University","","Child Account","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","0","0","0","109,626","109,626","-0",""
"Supervisor: Love /John C","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924465","M12A11190","Yale","6924466","Defining","07/01/2011","06/30/2012","0","0","0","0","0","0","158,553","158,553","0","6924466"
"","(A08389)","University","","Signatures For","","","","","","","","","","","",""
"","","","","Immune","","","","","","","","","","","",""
"","","","","Responsiv","","","","","","","","","","","",""
"6925195","1006713","Dana Farber","6925195","Antigen","09/01/2011","08/31/2012","","0","0","-1,394","-867","-2,261","143,877","143,877","-0","6925195"
"","","Cancer","","Presentation In","","","","","","","","","","","",""
"","","Institute","","Human","","","","","","","","","","","",""
"","","","","Autoimmune","","","","","","","","","","","",""
"","","","","","","Page 17 of 35, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","-1,394","-867","-2,261","302,430","302,430","-0",""
"Supervisor: Maheshri /Narendra","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6921442","A","09/01/2009","03/31/2012","0","","","0","0","0","197,890","197,890","0","6921442"
"","EFF.","De Nemours","","Recombinase-Bas","","","","","","","","","","","",""
"","12/10/99","& Company","","ed Strategy For","","","","","","","","","","","",""
"","","","","Combina","","","","","","","","","","","",""
"6924699","5-R01-GM0","NIH","6924699","Probing The","06/26/2011","08/31/2014","67,504","0","0","58,214","49,917","175,635","706,385","696,498","9,887","6924699"
"","95733-03","","","Real-Time","","","","","","","","","","","",""
"","","","","Kinetics And","","","","","","","","","","","",""
"","","","","Stead","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","67,504","0","0","58,214","49,917","175,635","904,275","894,388","9,887",""
"Supervisor: McRae /Gregory J","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6896556","PROJ. ACA","BP America,","6896708","Integration Of","09/01/2004","08/31/2005","0","0","0","0","0","0","124,769","124,769","0","6896708"
"","926-4101,P","Incorporated","","Risk Mangement","","","","","","","","","","","",""
"","AY KEY","","","Into The F","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6915458","Activity 11 - Mcrae","06/01/2007","09/15/2008","0","0","0","0","0","0","126,492","126,492","0","6915458"
"","DTD.","Pharma AG","","","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","0","0","0","251,261","251,261","0",""
"Supervisor: Myerson /Allan S.","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6915418","AGMT","Novartis","6922503","Subcontract-Univ","08/30/2010","05/31/2015","","","","109,577","0","109,577","635,642","391,169","244,473","6922503"
"","DTD.","Pharma AG","","Of","","","","","","","","","","","",""
"","6/1/2007","","","Alabama-6915449","","","","","","","","","","","",""
"6915418","AGMT","Novartis","6922810","Activity 9 -","06/01/2007","05/31/2015","29,721","122,754","37,660","132,580","173,758","496,474","2,960,816","2,389,732","571,085","6922810"
"","DTD.","Pharma AG","","Myerson","","","","","","","","","","","",""
"","6/1/2007","","","","","","","","","","","","","","",""
"6915418","AGMT.","Novartis","6925956","Phase Ii: Activity","06/01/2007","05/31/2015","60,196","125,379","36,762","154,292","192,133","568,761","1,744,472","1,070,282","674,190","6925956"
"","DTD. 6/1/07","Pharma AG","","7_Myerson","","","","","","","","","","","",""
"","","","","","","Page 18 of 35, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924712","N66001-11-","Space and","6924908","Child - Myerson -","09/30/2011","09/29/2015","14,270","65,828","22,721","54,313","88,354","245,485","1,572,306","1,154,050","418,256","6924908"
"","C-4147","Naval","","6924712","","","","","","","","","","","",""
"","","Warfare","","","","","","","","","","","","","",""
"","","Systems","","","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6927579","SABIC-MIT","Saudi Basic","6927579","Optimization Of","04/15/2013","10/14/2014","","34,252","12,461","26,219","35,973","108,906","150,000","125,813","24,187","6927579"
"","RESEARCH","Industries","","Terephthalic","","","","","","","","","","","",""
"","AGREEME","Corporation","","Crystallize","","","","","","","","","","","",""
"","N","","","","","","","","","","","","","","",""
"6928514","RESEARCH","Reliance","6928514","Novel Methods","04/01/2014","03/31/2017","","5,311","1,487","","3,807","10,605","465,016","10,605","454,411","6928514"
"","AGREEME","Industries","","For The","","","","","","","","","","","",""
"","NT","Limited","","Production And","","","","","","","","","","","",""
"","EFFECTIV","","","Pur","","","","","","","","","","","",""
"6928656","RESEARCH","OCP Group","6928660","Research Project","06/01/2013","05/31/2014","47,025","31,500","11,498","37,187","53,089","180,299","145,813","180,299","-34,486","6928660"
"","AGREEME","","","3: Crystallization","","","","","","","","","","","",""
"","NT","","","Of","","","","","","","","","","","",""
"","EFFECTIV","","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","151,212","385,024","122,589","514,168","547,114","1,720,107","7,674,064","5,321,948","2,352,116",""
"Supervisor: Olsen /Bradley D.","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6920073","DE-SC0001","DOE -","6924475","Excitonics","08/01/2011","07/31/2014","","","","174","118","292","39,900","34,400","5,500","6924475"
"","088","Chicago","","Katz/Olsen M&S","","","","","","","","","","","",""
"6924595","DE-SC0007","DOE -","6924595","Thermodynamics","08/15/2011","08/14/2015","42,580","55,350","19,756","59,118","84,416","261,220","1,470,000","671,469","798,531","6924595"
"","106","Chicago","","Of Self-Assembly","","","","","","","","","","","",""
"","","","","In Globu","","","","","","","","","","","",""
"6925796","FA9550-12-","Air Force","6925796","Thin Film","06/01/2012","05/31/2014","34,200","8,127","2,276","43,095","39,812","127,510","234,464","230,497","3,967","6925796"
"","1-0259","Office of","","Self-Assembly Of","","","","","","","","","","","",""
"","","Scientific","","Globular Prot","","","","","","","","","","","",""
"","","Research -","","","","","","","","","","","","","",""
"","","AFOSR","","","","","","","","","","","","","",""
"6925796","FA9550-12-","Air Force","6927472","Fab Equipment:","02/21/2013","05/31/2013","","","","0","","0","5,536","5,536","0","6927472"
"","1-0259","Office of","","Flow Coater","","","","","","","","","","","",""
"","","Scientific","","","","","","","","","","","","","",""
"","","Research -","","","","","","","","","","","","","",""
"","","AFOSR","","","","","","","","","","","","","",""
"6926506","CMMI-1246","NSF","6927070","Child - Olsen -","12/01/2012","12/31/2016","21,518","","","44,387","24,918","90,822","370,640","139,168","231,472","6927070"
"","740","","","6926506","","","","","","","","","","","",""
"6927211","DMR-12533","NSF","6927211","Career:","06/01/2013","05/31/2018","33,348","","","27,592","21,998","82,939","200,000","87,385","112,615","6927211"
"","06","","","Self-Assembly Of","","","","","","","","","","","",""
"","","","","Fusion Proteins","","","","","","","","","","","",""
"","","","","","","Page 19 of 35, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Chemical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6928163","HDTRA1-13","Defense","6928163","Nucleopore","07/03/2013","07/02/2014","9,578","34,413","11,637","96,490","41,067","193,185","268,941","193,185","75,755","6928163"
"","-1-0038","Threat","","Membrane","","","","","","","","","","","",""
"","","Reduction","","Mimics As","","","","","","","","","","","",""
"","","Agency","","Selective","","","","","","","","","","","",""
"6928651","CHE-13347","NSF","6928901","Dmref: Analysis","09/15/2013","08/31/2016","","13,985","5,105","69,061","10,690","98,841","388,348","98,841","289,507","6928901"
"","03","","","And Optimization","","","","","","","","","","","",""
"","","","","Of Poly","","","","","","","","","","","",""
"6929428","ENZ-1302-0","Agentase","6929428","Bulk Agent","01/14/2014","04/13/2015","2,965","29,976","10,941","152,035","28,316","224,233","425,120","224,233","200,887","6929428"
"","02","LLC","","Defeat System","","","","","","","","","","","",""
"","","","","For Chemical Wa","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","144,189","141,851","49,714","491,953","251,336","1,079,043","3,402,949","1,684,715","1,718,233",""
